"","contrast","estimate","SE","df","t.ratio","p.value"
"485","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3) - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",-0.151515151515958,0.699780057532517,332750.024806074,-0.216518247247875,1
"486","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.939393939394534,0.699780057532492,332750.024806074,-1.34241313293058,0.999993562901904
"487","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3) - What are the indicators of success of CBFM GPT4x3",-0.636363636364231,0.699780057532492,332750.024806074,-0.909376638437119,0.999999999686976
"488","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3) - How was the data on benefits collected GPT4x3",-0.242424242424243,0.164818905853913,1024,-1.47085215235633,0.999946278350876
"489","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",-0.212121212122019,0.699780057532517,332750.024806074,-0.303125546146564,1
"490","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3) - Guidelines for future implementation of CBFM GPT4x3",-0.575757575757515,0.699780057532606,332750.024806074,-0.822769339537356,0.999999999981265
"491","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3) - How does the community monitor the system they are managing GPT4x3",0.0606060606052541,0.699780057532517,332750.024806074,0.0866072988975366,1
"492","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3) - How does the community make decisions GPT4x3",-0.848484848485443,0.699780057532491,332750.024806074,-1.21250218458254,0.999999423873422
"493","What management mechanisms are used GPT4x3 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",-0.151515151516018,0.699780057532468,332750.024773294,-0.216518247247977,1
"494","What management mechanisms are used GPT4x3 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.939393939394595,0.69978005753246,332750.024773294,-1.34241313293073,0.999993562901904
"495","What management mechanisms are used GPT4x3 - What are the indicators of success of CBFM GPT4x3",-0.636363636364292,0.69978005753246,332750.024773294,-0.909376638437247,0.999999999686976
"496","What management mechanisms are used GPT4x3 - How was the data on benefits collected GPT4x3",-0.242424242424303,0.699780057532607,332750.024806074,-0.346429195594799,1
"497","What management mechanisms are used GPT4x3 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",-0.212121212122079,0.699780057532468,332750.024773294,-0.303125546146672,1
"498","What management mechanisms are used GPT4x3 - Guidelines for future implementation of CBFM GPT4x3",-0.575757575757576,0.164818905853912,1024,-3.49327386184629,0.133245215240062
"499","What management mechanisms are used GPT4x3 - How does the community monitor the system they are managing GPT4x3",0.0606060606051936,0.699780057532468,332750.024773294,0.0866072988974563,1
"500","What management mechanisms are used GPT4x3 - How does the community make decisions GPT4x3",-0.848484848485503,0.69978005753246,332750.024773294,-1.21250218458268,0.999999423873422
"501","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.787878787878576,0.699780057532549,332750.024773294,-1.12589488568261,0.999999909193028
"502","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3) - What are the indicators of success of CBFM GPT4x3",-0.484848484848273,0.699780057532549,332750.024773294,-0.692858391189179,1
"503","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3) - How was the data on benefits collected GPT4x3",-0.0909090909082847,0.699780057532517,332750.024806074,-0.129910948346882,1
"504","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",-0.0606060606060606,0.164818905853913,1024,-0.367713038089082,1
"505","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3) - Guidelines for future implementation of CBFM GPT4x3",-0.424242424241557,0.699780057532468,332750.024773294,-0.606251092289628,1
"506","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3) - How does the community monitor the system they are managing GPT4x3",0.212121212121212,0.164818905853912,1024,1.28699563331179,0.999997281684549
"507","(Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3) - How does the community make decisions GPT4x3",-0.696969696969485,0.699780057532549,332750.024773294,-0.995983937334578,0.99999999629452
"508","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3) - What are the indicators of success of CBFM GPT4x3",0.303030303030303,0.164818905853912,1024,1.83856519044541,0.996306053539565
"509","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3) - How was the data on benefits collected GPT4x3",0.696969696970291,0.699780057532492,332750.024806074,0.995983937335811,0.99999999629452
"510","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.727272727272516,0.699780057532549,332750.024773294,1.03928758678392,0.999999988541895
"511","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3) - Guidelines for future implementation of CBFM GPT4x3",0.363636363637019,0.69978005753246,332750.024773294,0.519643793393114,1
"512","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3) - How does the community monitor the system they are managing GPT4x3",0.999999999999788,0.699780057532549,332750.024773294,1.429020431828,0.999973841543332
"513","(What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3) - How does the community make decisions GPT4x3",0.0909090909090913,0.164818905853914,1023.99999999993,0.551569557133622,1
"514","What are the indicators of success of CBFM GPT4x3 - How was the data on benefits collected GPT4x3",0.393939393939988,0.699780057532492,332750.024806074,0.56294744284235,1
"515","What are the indicators of success of CBFM GPT4x3 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.424242424242212,0.699780057532549,332750.024773294,0.606251092290494,1
"516","What are the indicators of success of CBFM GPT4x3 - Guidelines for future implementation of CBFM GPT4x3",0.0606060606067158,0.69978005753246,332750.024773294,0.0866072988996325,1
"517","What are the indicators of success of CBFM GPT4x3 - How does the community monitor the system they are managing GPT4x3",0.696969696969485,0.699780057532549,332750.024773294,0.995983937334578,0.99999999629452
"518","What are the indicators of success of CBFM GPT4x3 - How does the community make decisions GPT4x3",-0.212121212121212,0.164818905853913,1024,-1.28699563331179,0.999997281684549
"519","How was the data on benefits collected GPT4x3 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.0303030303022241,0.699780057532517,332750.024806074,0.0433036494481925,1
"520","How was the data on benefits collected GPT4x3 - Guidelines for future implementation of CBFM GPT4x3",-0.333333333333273,0.699780057532606,332750.024806074,-0.476340143942643,1
"521","How was the data on benefits collected GPT4x3 - How does the community monitor the system they are managing GPT4x3",0.303030303029497,0.699780057532517,332750.024806074,0.433036494492294,1
"522","How was the data on benefits collected GPT4x3 - How does the community make decisions GPT4x3",-0.6060606060612,0.699780057532491,332750.024806074,-0.866072988987773,0.99999999991923
"523","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x3) - Guidelines for future implementation of CBFM GPT4x3",-0.363636363635497,0.699780057532468,332750.024773294,-0.519643793390932,1
"524","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x3) - How does the community monitor the system they are managing GPT4x3",0.272727272727273,0.164818905853912,1024,1.65470867140087,0.99942909500022
"525","(What are the reported barriers to success of Community-Based Fisheries Management GPT4x3) - How does the community make decisions GPT4x3",-0.636363636363424,0.699780057532549,332750.024773294,-0.909376638435892,0.999999999686976
"526","Guidelines for future implementation of CBFM GPT4x3 - How does the community monitor the system they are managing GPT4x3",0.636363636362769,0.699780057532468,332750.024773294,0.909376638435061,0.999999999686976
"527","Guidelines for future implementation of CBFM GPT4x3 - How does the community make decisions GPT4x3",-0.272727272727928,0.69978005753246,332750.024773294,-0.389732845045069,1
"528","How does the community monitor the system they are managing GPT4x3 - How does the community make decisions GPT4x3",-0.909090909090697,0.699780057532548,332750.024773294,-1.29910948347998,0.999996991551097
